blx,bly,trx,try
45,66,78,124
80,55,117,86
20,122,124,143
100,142,137,173
18,166,57,213
55,172,95,244
215,25,267,231
257,207,290,250
288,16,334,53
329,81,371,156
375,68,410,107
412,116,468,155
472,78,494,93
509,58,541,91
537,57,577,107
582,60,640,83
658,77,705,143
697,110,760,139
