blx,bly,trx,try
4,19,45,71
39,58,62,92
86,37,129,68
156,19,206,83
195,67,220,95
224,2,244,48
240,11,263,33
256,3,276,43
292,35,327,73
351,16,393,80
404,22,450,75
440,60,461,94
466,5,498,53
485,14,511,46
503,9,525,51
543,55,573,80
601,26,630,83
639,16,663,49
674,28,713,69
703,55,724,85
724,10,747,51
744,18,768,46
744,18,768,46
766,16,780,47
