blx,bly,trx,try
23,7,59,34
33,26,56,121
3,132,22,143
22,128,53,154
58,39,88,91
88,67,116,94
167,31,197,119
198,95,212,122
219,20,235,59
236,22,251,49
250,19,263,46
273,11,293,43
263,60,293,108
286,77,319,100
312,56,331,103
