blx,bly,trx,try
4,13,45,86
67,7,108,34
63,29,108,88
97,23,137,98
112,47,157,76
141,22,169,90
192,16,231,114
227,79,245,112
245,3,264,48
262,15,282,37
275,4,290,42
284,38,322,102
304,54,349,94
343,29,367,115
