blx,bly,trx,try
5,21,50,91
47,24,74,102
57,53,115,99
99,15,134,102
184,56,224,77
252,16,306,83
291,68,315,96
339,17,369,98
359,46,406,80
394,18,425,93
484,45,516,76
538,7,586,106
592,61,663,103
673,2,702,77
