blx,bly,trx,try
10,39,48,104
100,7,132,47
92,46,151,59
87,67,124,100
121,64,162,124
202,70,245,128
218,3,253,43
199,44,264,59
293,44,331,81
337,22,358,34
367,6,401,64
400,15,464,42
