blx,bly,trx,try
26,62,69,115
69,101,101,133
143,21,183,228
164,218,182,231
187,13,204,38
200,20,245,49
186,208,232,245
223,119,279,174
292,92,314,103
326,64,338,122
339,79,378,104
375,59,388,118
