blx,bly,trx,try
10,65,39,80
129,7,152,36
88,7,124,76
75,66,150,90
83,96,116,141
113,126,139,150
216,13,243,68
249,8,276,39
284,1,328,78
316,57,334,79
338,18,367,70
358,28,407,53
381,12,414,67
198,80,418,100
349,100,381,132
253,111,285,162
293,128,348,159
