blx,bly,trx,try
4,88,21,100
32,42,76,131
63,50,99,125
96,42,131,124
205,10,244,66
179,75,257,90
174,115,209,163
206,118,247,189
302,20,349,166
338,76,362,92
387,42,425,82
380,89,436,101
384,112,416,157
424,12,478,168
516,75,579,125
568,42,603,56
602,17,649,82
651,37,713,69
