blx,bly,trx,try
14,72,45,103
86,32,116,138
59,153,76,162
73,152,110,180
88,6,122,34
118,44,157,107
154,77,198,109
224,45,256,120
250,92,267,120
264,24,281,66
277,32,296,57
291,23,304,56
294,24,307,57
316,24,341,56
301,68,321,115
321,80,349,108
338,72,359,116
