blx,bly,trx,try
21,107,95,163
117,45,178,258
148,225,242,288
193,15,274,65
200,113,365,185
398,104,508,176
529,135,572,166
662,109,734,201
755,98,940,196
941,86,1022,124
940,179,1030,222
