blx,bly,trx,try
21,24,82,87
81,5,126,40
8,78,129,95
47,114,80,158
87,101,128,134
182,64,214,82
234,36,294,105
303,20,343,55
343,60,384,87
413,48,455,85
460,25,485,61
491,53,537,80
536,20,564,54
