blx,bly,trx,try
10,45,94,177
118,43,173,98
113,98,168,111
127,115,162,160
133,32,227,202
203,168,236,208
298,94,332,121
498,26,561,94
400,99,624,126
460,143,490,175
427,167,456,212
498,163,538,203
539,192,563,223
