blx,bly,trx,try
12,51,29,110
39,35,78,113
118,15,146,68
156,15,184,74
115,75,189,86
120,100,147,154
151,95,187,154
246,48,280,79
310,58,333,71
385,14,410,70
414,2,439,29
358,73,443,89
366,97,396,144
394,118,422,141
495,25,522,75
520,11,550,43
552,17,584,79
485,77,584,88
499,101,523,154
524,123,571,149
560,93,582,123
618,56,653,97
696,52,734,109
736,50,764,116
755,69,798,100
780,43,816,112
