blx,bly,trx,try
6,48,54,114
55,55,108,114
121,20,143,58
138,26,163,59
159,17,178,60
115,94,154,131
192,75,228,108
275,25,304,70
304,27,343,69
255,82,332,95
269,105,316,147
384,15,415,70
436,15,478,69
481,5,511,39
363,101,398,141
402,80,430,108
419,100,467,134
470,74,499,106
370,60,491,82
