blx,bly,trx,try
9,49,76,125
80,77,109,91
133,49,168,86
118,89,169,101
127,106,157,151
223,37,273,89
244,10,270,37
283,15,309,49
183,95,325,109
197,137,230,174
235,112,263,144
259,133,288,169
287,119,316,144
338,49,405,141
392,130,419,165
404,6,446,61
432,22,458,49
458,9,481,67
