blx,bly,trx,try
6,65,37,81
97,7,123,36
67,20,96,72
53,67,123,84
55,87,90,133
89,106,116,135
211,1,239,33
180,9,210,55
156,60,249,79
227,78,256,103
163,94,193,134
191,100,232,130
