blx,bly,trx,try
26,104,85,132
160,0,245,35
157,51,216,219
112,240,155,258
157,219,237,259
224,90,277,182
279,132,325,179
378,131,427,180
483,92,507,203
512,134,574,224
588,102,619,209
622,94,660,139
