blx,bly,trx,try
9,18,61,109
77,32,131,105
133,33,163,103
162,52,214,92
199,40,235,106
270,57,312,91
387,13,436,97
452,20,506,42
449,46,503,104
516,25,543,104
544,39,596,84
597,17,635,86
