blx,bly,trx,try
5,34,71,112
89,77,128,110
172,67,210,110
215,75,239,110
245,45,277,75
291,1,723,143
351,61,384,110
409,69,465,123
605,26,661,75
639,15,666,41
571,75,679,95
580,115,608,156
604,90,648,116
635,116,660,144
659,88,685,115
