blx,bly,trx,try
8,111,45,131
89,51,117,111
121,42,154,71
74,110,140,124
75,134,102,174
102,147,133,177
206,55,232,105
232,49,258,74
274,32,307,113
307,86,328,118
311,7,336,59
327,20,351,44
339,7,362,49
331,51,356,115
349,67,405,99
385,46,422,105
193,122,410,135
247,145,278,193
284,166,319,192
323,138,348,167
