blx,bly,trx,try
6,14,45,97
42,80,62,107
70,4,97,59
91,24,112,46
107,10,133,54
151,39,174,93
171,59,210,86
190,33,227,97
281,51,331,96
342,25,381,89
405,38,440,104
438,82,466,102
456,14,476,58
477,23,500,50
489,10,510,56
521,32,550,99
549,52,586,82
577,28,604,87
