blx,bly,trx,try
84,16,124,49
47,24,82,74
30,76,115,91
105,104,152,134
27,118,64,168
61,127,100,200
209,44,260,126
247,55,301,139
311,34,352,67
375,0,449,199
454,74,500,115
500,48,525,60
534,35,568,69
560,35,606,85
612,36,638,68
643,34,686,67
687,24,757,109
756,70,816,110
