blx,bly,trx,try
15,29,69,90
49,84,70,114
83,7,110,60
103,16,127,48
117,4,141,49
156,8,202,122
203,90,226,122
221,6,245,54
235,18,259,48
254,11,275,42
283,0,311,41
297,38,326,101
325,53,371,79
366,24,387,96
