blx,bly,trx,try
14,23,113,203
137,57,188,113
119,114,171,134
168,121,188,148
139,131,168,195
194,12,256,192
234,168,261,204
264,141,295,207
367,110,421,147
614,48,665,97
500,108,892,132
514,131,568,235
544,150,585,208
615,166,645,198
670,138,701,171
657,171,696,184
653,189,691,232
690,126,737,240
739,179,762,211
770,136,796,179
798,176,834,208
849,145,874,179
824,198,856,222
