blx,bly,trx,try
13,91,46,103
103,34,139,84
88,82,161,96
89,118,128,180
128,127,167,201
223,66,264,130
266,14,320,222
316,201,346,242
334,13,359,38
366,5,409,39
368,117,417,155
423,80,444,92
448,54,491,111
494,68,553,92
